,months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,fraud_reported
178,245,40,144323,1,500,885.08,0,FEMALE,5,1,2,27000,-58900,2,2,3,6,3,347,0,1,0,1,NO,85150,13100,13100,58950,3,N
179,235,39,651861,0,500,1046.58,4000000,MALE,4,12,5,0,-31700,3,3,2,1,2,576,1,1,2,1,NO,4950,450,900,3600,3,N
180,53,36,125324,2,2000,1712.68,0,MALE,0,5,1,72200,0,0,0,1,5,5,343,17,3,2,0,YES,51100,10220,5110,35770,1,N
181,426,54,398102,0,2000,1097.71,0,FEMALE,5,0,1,29600,-22300,2,1,4,4,6,890,13,1,2,3,?,100800,16800,16800,67200,4,N
182,111,27,514065,1,500,1363.77,4000000,FEMALE,5,12,0,51100,0,2,2,4,5,6,976,12,1,2,3,NO,90970,16540,16540,57890,0,N
183,86,26,391652,2,500,1382.88,7000000,MALE,3,12,2,0,-30300,2,1,4,4,3,142,11,1,1,1,YES,81840,14880,7440,59520,3,Y
184,296,46,922167,2,1000,1141.35,7000000,MALE,5,2,1,0,0,2,0,0,1,3,289,18,1,0,2,NO,54900,5490,5490,43920,8,N
185,125,35,442795,2,500,1054.83,7000000,MALE,3,12,0,0,-51300,2,2,1,1,3,842,17,1,2,3,NO,88660,8060,16120,64480,8,Y
186,177,34,226330,0,2000,1057.77,0,FEMALE,3,12,4,0,-57700,0,2,0,0,5,114,22,3,1,1,NO,18000,2250,2250,13500,1,N
187,238,39,134430,1,2000,1488.02,0,FEMALE,3,10,2,0,-39200,3,1,4,1,4,490,9,1,1,3,YES,5500,1100,550,3850,3,N
188,81,25,524230,1,500,920.3,5000000,FEMALE,2,12,3,51000,-67900,0,0,3,6,2,971,11,3,1,0,?,73920,13440,6720,53760,6,Y
189,128,28,438817,2,1000,986.53,0,FEMALE,2,0,2,62700,0,2,2,0,5,1,773,11,1,0,2,YES,101860,18520,18520,64820,6,N
190,449,57,293794,2,2000,1440.68,0,MALE,0,12,3,25000,0,1,1,2,4,5,96,8,1,0,1,YES,5390,980,980,3430,13,N
191,252,39,868283,1,1000,1086.21,0,MALE,3,4,4,68500,-57500,2,1,4,4,6,161,18,1,1,2,?,50490,5610,5610,39270,9,N
192,359,47,828890,2,2000,1367.68,0,FEMALE,4,5,4,0,0,2,2,4,4,0,668,13,1,0,3,NO,55500,5550,11100,38850,8,N
193,19,32,882920,2,1000,1215.85,0,MALE,2,7,0,42900,-90200,3,1,4,5,2,573,8,1,1,1,YES,7040,1280,640,5120,9,N
194,73,26,918777,0,2000,1191.19,4000000,MALE,4,4,1,29300,0,0,2,3,5,4,287,9,3,0,1,YES,40160,5020,0,35140,3,N
195,285,44,212580,0,1000,1594.45,0,MALE,2,5,0,0,0,0,2,1,0,1,533,17,2,2,3,NO,55680,6960,6960,41760,10,N
196,196,36,602410,1,2000,1463.07,0,MALE,4,1,3,0,0,3,3,4,6,6,438,3,1,1,1,NO,5300,530,530,4240,7,Y
197,223,43,976971,2,500,1734.09,0,FEMALE,4,0,1,0,0,1,3,2,6,0,441,6,1,0,3,?,5200,650,650,3900,0,N
198,328,48,630226,0,500,1411.43,0,MALE,5,1,3,45100,-32800,2,0,0,1,5,955,17,1,2,1,NO,59400,5940,11880,41580,6,N
199,285,43,171254,2,2000,1512.58,0,FEMALE,1,11,2,47600,0,3,1,4,4,0,857,7,1,1,1,?,2520,280,280,1960,2,N
200,30,31,247116,0,2000,1153.35,0,MALE,6,2,1,0,0,3,3,4,1,2,282,9,1,2,1,YES,5760,960,960,3840,11,N
201,342,49,505969,2,500,1722.95,0,MALE,6,13,1,63100,-13800,2,1,1,6,2,571,3,1,2,0,YES,76700,7670,7670,61360,11,N
202,219,39,653864,1,2000,1281.07,7000000,FEMALE,2,10,4,0,0,1,3,4,1,6,349,6,1,0,2,NO,5920,740,740,4440,3,N
203,468,62,586367,0,500,1011.92,0,MALE,6,6,5,0,0,0,0,1,4,5,270,7,3,0,3,?,64350,7150,7150,50050,3,N
204,241,39,896890,0,2000,1042.26,0,MALE,3,11,0,0,0,0,2,0,6,3,555,21,3,1,2,?,19080,4240,2120,12720,10,N
205,223,43,650026,2,500,1235.1,0,FEMALE,5,12,1,66400,-34400,2,1,4,4,6,913,14,1,2,1,NO,54400,5440,5440,43520,2,N
206,128,32,547744,2,2000,768.91,0,FEMALE,1,11,2,0,-39300,2,2,1,4,1,300,0,1,1,0,NO,59800,5980,5980,47840,5,Y
207,124,29,598124,2,500,1301.72,0,MALE,5,5,0,0,0,0,0,4,5,6,748,14,3,0,3,YES,72000,7200,7200,57600,1,N
208,343,48,436126,1,500,1451.54,3000000,MALE,3,0,0,0,0,0,2,4,4,5,237,13,4,2,3,NO,65070,7230,14460,43380,8,N
209,404,53,739447,1,500,767.14,0,MALE,0,11,1,25500,-36700,1,3,4,6,1,256,8,1,0,1,NO,8800,1760,880,6160,11,N
210,63,24,427484,2,2000,1620.89,0,FEMALE,2,5,2,0,0,3,1,4,0,2,847,7,1,2,0,NO,6120,1020,1020,4080,12,N
211,210,37,218684,1,2000,1048.46,0,MALE,2,8,1,59900,0,3,3,2,2,1,323,9,1,1,2,?,7080,1180,590,5310,4,N
212,335,50,565564,2,1000,1538.26,6000000,MALE,2,11,2,62200,-31400,0,1,0,1,5,980,12,3,2,3,YES,34320,8580,4290,21450,13,N
213,11,40,743163,2,2000,1217.69,0,FEMALE,4,9,5,24000,0,0,0,3,4,6,912,6,3,1,0,?,53460,9720,9720,34020,4,Y
214,142,33,604614,1,2000,1362.64,5000000,FEMALE,3,3,5,0,0,2,2,3,0,1,260,11,1,1,3,?,81360,6780,13560,61020,11,Y
215,272,43,509928,2,1000,1279.13,0,MALE,6,2,2,0,0,0,1,0,0,6,240,5,3,1,2,YES,81070,7370,14740,58960,1,Y
216,69,26,593390,0,2000,924.72,0,FEMALE,2,6,4,0,0,2,1,1,1,1,566,14,1,2,2,NO,63120,5260,10520,47340,1,N
217,38,28,970607,2,1000,1019.44,0,MALE,5,13,1,0,-39700,3,3,2,0,6,974,17,1,2,1,NO,7200,1440,720,5040,2,N
218,328,46,174701,0,500,1314.6,0,FEMALE,4,9,1,24800,0,2,2,3,6,2,863,0,1,2,3,?,70290,12780,6390,51120,10,Y
219,281,43,529398,2,1000,1515.18,6000000,MALE,1,8,2,0,0,0,1,1,4,4,983,21,3,1,0,NO,60190,9260,9260,41670,2,N
220,246,44,940942,2,2000,1649.18,0,MALE,1,4,2,0,-58600,2,0,3,1,2,497,18,1,1,2,YES,61380,11160,5580,44640,6,Y
221,298,49,442677,2,500,1451.01,0,FEMALE,1,7,3,47800,0,2,1,0,1,6,115,17,1,2,2,NO,28100,2810,5620,19670,7,N
222,330,50,365364,0,1000,978.46,0,FEMALE,2,11,0,0,0,2,2,1,1,2,631,19,1,0,0,NO,49060,8920,8920,31220,3,N
223,362,50,114839,0,500,1198.34,4000000,MALE,0,11,5,53000,-72500,0,2,1,1,1,851,17,3,1,1,NO,57060,6340,6340,44380,8,N
224,241,38,872734,1,2000,1003.23,0,FEMALE,0,12,1,0,0,0,0,1,5,0,440,23,3,0,3,YES,77880,12980,12980,51920,0,N
225,245,41,267885,1,2000,1212.0,0,MALE,5,3,4,24400,-60500,2,2,0,1,6,754,4,1,0,1,YES,73500,7350,14700,51450,7,N
226,371,52,740505,0,1000,1242.96,7000000,FEMALE,2,7,3,0,-37100,0,1,3,1,5,537,2,2,2,0,?,88920,6840,13680,68400,0,N
227,343,52,629663,0,1000,1053.02,0,FEMALE,0,9,1,0,0,2,0,3,1,0,708,2,1,0,2,NO,47630,12990,4330,30310,12,Y
228,377,53,839884,0,500,1693.63,0,FEMALE,4,2,4,0,-64000,0,2,1,6,2,513,10,3,1,3,NO,59040,6560,6560,45920,10,N
229,154,37,241562,0,1000,2047.59,0,FEMALE,4,4,2,0,-67800,2,1,3,4,1,957,2,1,0,3,NO,79530,14460,7230,57840,0,N
230,166,34,405533,2,1000,1083.72,0,FEMALE,2,6,5,65600,-68200,2,2,3,1,1,278,18,1,0,2,YES,53680,4880,4880,43920,6,N
231,298,46,667021,2,1000,1138.42,6000000,MALE,3,9,3,36900,-55000,2,1,4,4,0,477,18,1,2,3,YES,33550,3050,6100,24400,13,N
232,235,42,511621,1,500,1072.62,0,FEMALE,5,6,0,39900,-60200,0,2,3,6,6,288,7,4,2,1,YES,69100,6910,6910,55280,12,N
233,172,35,476923,0,2000,1219.04,0,MALE,4,5,3,63600,-68700,0,0,4,2,2,709,19,3,2,0,NO,79750,14500,14500,50750,9,N
234,27,28,735822,1,2000,1371.78,0,MALE,3,4,2,0,-32500,0,0,3,3,5,167,10,3,0,2,YES,53600,5360,10720,37520,1,Y
235,428,54,492745,1,2000,1506.21,0,MALE,5,13,4,0,-24400,0,1,1,1,5,413,16,3,1,0,?,76560,12760,6380,57420,9,N
236,99,32,130930,1,1000,1058.21,3000000,MALE,3,2,4,0,0,2,2,1,1,0,153,17,1,1,1,NO,41130,4570,4570,31990,4,N
237,107,26,261119,0,2000,932.14,0,MALE,4,11,3,40600,0,0,2,1,4,1,23,2,3,2,3,NO,78650,14300,7150,57200,1,Y
238,272,41,280709,2,2000,1608.34,0,FEMALE,0,4,3,33300,-10600,2,0,3,1,6,820,19,1,1,1,?,71060,6460,12920,51680,10,N
239,151,37,898573,1,1000,1728.56,0,FEMALE,5,4,3,54000,0,2,1,1,6,4,601,0,1,1,1,?,38830,3530,3530,31770,11,N
240,249,43,547802,0,1000,1518.46,0,FEMALE,4,1,3,0,0,2,0,1,4,5,130,16,1,0,0,YES,53500,5350,5350,42800,10,N
241,177,38,600845,0,2000,1540.19,0,FEMALE,1,0,2,0,-74500,2,0,3,5,1,500,20,1,2,0,NO,73700,7370,7370,58960,3,Y
242,190,40,390381,2,2000,965.21,0,FEMALE,3,3,2,36900,-53700,1,3,2,4,2,826,10,1,2,1,YES,6300,630,630,5040,9,N
243,174,36,629918,0,2000,1278.75,0,FEMALE,1,12,3,53200,-53800,0,2,0,1,5,125,21,3,2,2,NO,65400,10900,10900,43600,4,N
244,95,28,208298,2,1000,773.99,0,MALE,0,1,2,0,-70300,3,3,2,3,6,592,3,1,1,2,NO,3200,640,320,2240,8,N
245,371,51,513099,1,1000,1532.47,0,FEMALE,0,12,2,60300,-24700,2,0,1,1,0,977,7,1,0,3,YES,75400,7540,15080,52780,4,Y
246,2,28,184938,0,1000,1340.56,0,FEMALE,3,6,1,0,0,2,1,1,1,3,898,19,1,0,2,YES,58140,6460,6460,45220,10,N
247,269,44,187775,2,500,1297.75,4000000,FEMALE,3,7,3,0,-41400,0,2,0,4,1,92,15,3,0,1,?,98670,15180,15180,68310,3,Y
248,101,27,326322,0,1000,433.33,0,MALE,5,6,2,25900,0,1,1,2,4,2,563,7,1,0,3,NO,5900,1180,590,4130,8,N
249,94,30,146138,1,2000,1025.54,0,FEMALE,2,1,2,0,-52600,2,0,1,0,0,95,19,1,1,3,YES,64100,6410,6410,51280,3,N
250,117,28,336047,2,500,1264.77,0,FEMALE,0,13,4,47500,-32500,0,2,1,4,6,345,13,2,0,1,?,55440,5040,10080,40320,11,Y
251,111,27,532330,2,500,1459.97,5000000,MALE,4,11,2,0,0,0,0,4,4,3,446,2,3,1,2,NO,80850,7350,14700,58800,5,Y
252,242,40,118137,2,500,1238.65,0,FEMALE,2,13,0,0,-44600,3,3,4,6,6,975,5,1,1,1,NO,7480,680,680,6120,10,N
253,440,61,212674,2,500,1050.76,0,MALE,6,13,5,41500,-70200,2,0,1,2,5,867,21,1,2,3,NO,53640,5960,5960,41720,9,Y
254,20,23,935596,2,1000,1711.72,0,FEMALE,3,12,5,0,0,0,0,1,4,4,203,21,3,2,2,NO,63250,5750,11500,46000,3,Y
255,461,57,737593,0,500,865.33,7000000,FEMALE,2,4,3,0,0,0,0,0,1,2,472,7,3,0,1,?,59040,9840,9840,39360,4,N
256,208,36,812025,0,500,1153.49,0,MALE,0,2,2,0,0,0,2,3,4,0,541,16,3,1,0,YES,50500,10100,5050,35350,0,N
257,279,43,168151,2,2000,1281.25,0,MALE,0,6,2,0,0,2,0,4,4,1,778,13,1,0,1,NO,57690,6410,12820,38460,8,Y
258,244,40,594739,0,500,1342.8,0,FEMALE,4,11,0,0,0,3,3,4,1,6,581,2,1,1,3,YES,5940,660,660,4620,12,N
259,134,30,843227,2,2000,1443.32,0,FEMALE,6,3,4,0,0,0,0,1,4,3,998,19,3,0,2,YES,47790,5310,5310,37170,11,Y
260,122,29,283925,2,1000,1629.94,0,FEMALE,5,8,2,0,-47100,1,3,2,4,5,775,17,1,0,1,NO,3850,350,350,3150,4,N
261,156,31,475588,0,2000,1134.08,0,MALE,6,7,0,0,0,2,0,4,0,0,534,3,1,2,0,?,59000,5900,5900,47200,5,Y
262,232,43,751905,2,500,1483.91,8000000,MALE,1,6,0,0,-33600,0,0,0,1,0,147,17,3,0,1,?,70600,7060,14120,49420,13,Y
263,244,40,226725,1,2000,1304.67,7000000,MALE,5,1,2,0,-45000,0,1,4,4,2,865,5,3,1,1,?,61490,5590,11180,44720,4,N
264,84,30,942504,0,2000,1035.79,0,FEMALE,4,10,5,44400,-51500,2,1,4,4,3,242,9,1,1,0,YES,57640,5240,10480,41920,13,N
265,394,57,395572,0,500,1401.2,0,FEMALE,2,2,3,51500,0,3,3,4,0,2,611,9,1,1,0,NO,6890,1060,1060,4770,1,N
266,246,45,889883,0,1000,1665.45,0,MALE,3,6,5,34400,-33100,0,0,1,3,1,691,9,3,2,2,?,53280,11840,5920,35520,12,Y
267,35,29,818167,1,2000,653.66,0,FEMALE,3,5,4,52100,-46900,0,1,1,4,6,492,22,3,0,0,?,78300,15660,7830,54810,2,N
268,156,37,277767,2,500,1080.13,0,MALE,0,10,2,0,-61000,0,0,0,3,6,526,15,3,0,3,NO,41490,4610,4610,32270,9,N
269,195,36,842618,1,2000,1346.18,0,FEMALE,0,6,5,57800,-53300,0,2,1,4,2,309,14,3,2,3,YES,68970,12540,6270,50160,3,N
270,369,55,577810,2,2000,1589.54,0,MALE,1,5,0,55400,0,0,1,4,5,0,939,6,3,2,0,YES,85300,17060,8530,59710,12,N
271,271,40,873114,0,1000,1251.65,0,FEMALE,0,7,5,71200,0,1,1,2,1,2,37,6,1,0,0,NO,3080,560,280,2240,1,N
272,332,47,994538,0,2000,1083.01,0,MALE,4,2,2,91900,0,0,0,4,6,0,924,22,4,2,0,?,71760,11040,11040,49680,7,Y
273,107,26,727792,2,500,974.59,0,FEMALE,3,1,5,62800,0,0,1,0,1,0,261,14,3,1,0,NO,59700,11940,11940,35820,9,N
274,217,39,522506,0,2000,1399.85,0,FEMALE,5,7,2,49900,-19800,0,1,1,1,1,103,16,3,0,2,?,64920,10820,10820,43280,5,N
275,243,43,367595,1,500,1307.74,0,FEMALE,0,6,3,0,-75700,0,0,0,4,5,605,10,3,0,1,NO,37530,4170,4170,29190,7,N
276,296,42,586104,1,2000,1219.27,0,MALE,0,12,0,53100,-63400,0,2,0,6,1,21,9,3,1,2,NO,64080,7120,7120,49840,10,N
277,264,41,424862,2,500,1411.3,0,MALE,6,9,4,55600,0,2,1,3,3,4,353,4,1,1,0,?,60390,10980,5490,43920,2,Y
278,108,33,512813,0,2000,694.45,0,FEMALE,3,1,1,0,0,0,0,4,6,3,308,6,3,0,1,YES,64350,5850,11700,46800,9,Y
279,32,38,356768,0,500,1006.77,6000000,FEMALE,1,7,3,0,0,0,1,4,4,3,715,15,3,2,1,YES,70900,14180,7090,49630,2,N
280,259,39,330506,2,1000,1422.36,0,FEMALE,3,2,4,0,-83900,0,1,1,3,1,465,12,3,1,3,?,46560,7760,7760,31040,9,N
281,186,33,779075,1,1000,1348.32,0,FEMALE,0,2,5,37600,-37600,3,3,4,1,0,831,3,1,2,1,?,4730,860,860,3010,3,Y
282,201,40,799501,2,2000,1315.56,0,FEMALE,6,13,1,0,0,3,1,4,4,4,751,14,1,0,0,YES,6820,1240,1240,4340,7,N
283,436,58,987905,2,2000,1407.01,5000000,MALE,6,12,2,47400,-27600,2,0,4,6,5,290,10,1,0,2,?,59900,11980,5990,41930,2,Y
284,189,36,967756,2,2000,1388.58,0,FEMALE,4,8,3,0,-49400,0,0,4,6,5,171,17,3,1,3,YES,79560,13260,13260,53040,5,N
285,105,33,830414,0,500,1310.76,0,FEMALE,2,0,1,0,-40900,2,2,3,5,4,928,8,1,0,1,?,70290,12780,6390,51120,0,N
286,163,31,127313,1,1000,1004.63,6000000,MALE,3,8,1,26900,0,0,2,0,4,2,266,14,3,2,0,NO,63910,5810,11620,46480,11,N
287,219,40,786957,2,500,1134.91,0,FEMALE,0,13,1,68700,0,3,3,2,4,5,547,6,1,1,0,NO,6400,640,640,5120,12,N
288,88,25,332892,1,1000,1194.0,0,FEMALE,3,5,0,0,0,2,0,0,4,4,337,6,1,1,2,YES,66780,7420,7420,51940,5,Y
289,40,39,448642,1,1000,1248.25,4000000,FEMALE,1,11,3,0,-33300,1,1,4,5,4,258,8,1,0,2,?,8760,1460,1460,5840,2,N
290,284,42,526039,2,500,1338.54,-1000000,MALE,0,6,5,0,0,2,0,0,0,0,333,13,1,0,1,?,94160,8560,17120,68480,3,N
291,59,40,444422,0,2000,782.23,0,MALE,1,10,2,64200,-32300,0,2,0,2,6,626,0,3,0,2,NO,51570,5730,11460,34380,2,N
292,39,31,689500,0,2000,1366.9,0,FEMALE,2,5,0,0,-15700,0,0,1,0,3,232,14,3,1,0,NO,52700,10540,10540,31620,2,Y
293,147,34,806081,0,1000,1275.81,0,MALE,2,11,5,0,-48300,2,1,1,1,1,762,13,1,2,2,?,101010,15540,15540,69930,8,N
294,156,37,384618,1,500,1090.65,0,MALE,2,3,4,0,-51800,0,1,4,0,1,688,16,4,1,2,YES,53400,5340,5340,42720,6,Y
295,123,31,756459,1,500,1326.0,0,FEMALE,0,9,5,0,-54600,2,2,1,4,4,209,13,1,1,2,NO,72120,12020,12020,48080,8,N
296,231,43,655787,0,2000,972.47,0,MALE,1,10,5,0,-58100,0,1,4,3,2,616,15,3,2,2,YES,77100,7710,15420,53970,1,N
297,247,39,419954,0,500,806.31,0,FEMALE,1,5,5,0,0,1,3,4,4,3,478,3,1,2,3,?,3300,600,0,2700,4,N
298,194,35,275092,0,500,1416.24,0,FEMALE,4,0,1,0,0,1,1,2,6,3,796,7,1,1,0,?,5940,1080,540,4320,9,N
299,119,27,515698,1,2000,1097.64,0,MALE,2,13,2,27100,0,0,0,3,3,3,10,16,2,1,0,?,63720,7080,21240,35400,0,N
300,259,43,132871,0,500,947.75,0,FEMALE,5,4,1,0,-39300,3,3,4,4,5,201,15,1,1,3,NO,7680,1280,640,5760,1,N
301,107,31,714929,0,2000,1018.73,5000000,MALE,0,5,3,20000,-82700,0,2,4,1,5,836,21,3,1,2,?,93730,14420,21630,57680,6,N
302,48,44,297816,0,2000,1400.74,0,MALE,1,11,2,34000,-55600,0,0,4,0,0,818,23,3,0,2,?,87300,17460,17460,52380,7,N
303,267,40,426708,0,500,1155.53,5000000,MALE,3,13,5,0,-35200,1,3,4,1,1,228,5,1,0,2,NO,5670,1260,630,3780,5,N
304,286,47,615047,1,500,1386.93,0,MALE,2,8,0,54100,-77600,0,1,3,1,6,808,15,3,0,0,NO,65800,13160,6580,46060,0,N
305,175,34,771236,2,500,915.29,0,FEMALE,3,5,5,82400,-57100,2,0,3,1,0,470,14,1,2,1,YES,36720,4080,4080,28560,6,Y
306,111,29,235869,0,500,1239.55,2000000,FEMALE,6,4,3,0,0,2,0,1,4,5,135,1,1,1,1,YES,52800,4800,9600,38400,8,Y
307,151,37,931625,1,500,1366.42,0,FEMALE,0,10,4,44000,0,0,2,1,4,0,645,14,3,1,2,YES,59100,5910,5910,47280,9,Y
308,156,37,371635,2,1000,1086.48,6000000,MALE,0,6,4,0,-53800,0,2,3,1,4,795,17,3,1,1,YES,77440,14080,7040,56320,11,N
309,165,36,427199,0,2000,1247.87,0,MALE,5,1,0,0,-39700,0,2,1,1,3,158,20,3,2,2,NO,45700,4570,4570,36560,2,N
310,253,41,261315,2,2000,1312.75,0,FEMALE,6,11,2,81300,0,0,0,3,4,6,410,10,3,2,2,YES,80740,7340,14680,58720,12,Y
311,10,26,582973,1,2000,765.64,0,MALE,4,11,1,0,-22200,0,0,0,4,4,673,3,3,0,3,?,31350,2850,5700,22800,6,Y
312,158,33,278091,2,2000,1327.41,0,FEMALE,0,5,2,0,-38600,2,2,3,4,2,769,0,1,0,0,?,35000,3500,7000,24500,11,N
313,436,59,153154,2,1000,1338.55,0,MALE,6,10,3,39000,0,0,2,4,6,2,590,10,3,2,2,NO,68000,13600,6800,47600,12,N
314,91,30,515217,0,2000,1316.63,8000000,FEMALE,5,6,4,43900,0,0,1,3,4,3,274,13,3,2,0,?,84500,13000,13000,58500,2,N
315,256,42,860497,0,1000,1286.44,0,FEMALE,4,13,5,0,-39500,2,1,4,6,3,214,14,1,2,1,?,75500,7550,15100,52850,9,N
316,274,46,351741,2,1000,1372.18,0,MALE,2,3,1,0,0,0,2,3,6,5,549,22,3,1,3,?,90600,15100,15100,60400,2,N
317,275,45,403737,1,2000,1447.77,0,FEMALE,0,0,5,39400,-63900,0,2,0,5,3,317,8,3,1,1,?,64320,5360,10720,48240,0,N
318,1,33,162004,0,500,903.32,0,FEMALE,2,13,1,0,0,0,1,4,1,3,551,1,3,1,0,?,31700,6340,3170,22190,12,N
319,85,30,740384,1,1000,1454.42,0,MALE,0,10,2,51600,-73900,2,0,3,1,6,578,19,1,0,1,YES,74280,12380,12380,49520,11,Y
320,233,37,876714,0,2000,1603.42,0,FEMALE,2,11,5,61600,-30200,2,2,1,1,1,33,17,1,0,2,YES,80520,13420,6710,60390,12,N
321,142,30,951543,1,2000,1616.58,0,MALE,3,0,0,58500,-46800,0,0,3,4,2,9,13,3,0,3,YES,63600,6360,12720,44520,4,N
322,266,44,576723,0,500,1611.83,0,MALE,2,5,0,0,0,2,2,4,6,5,585,4,1,1,2,YES,32800,3280,3280,26240,2,N
323,350,50,391003,2,500,889.13,0,FEMALE,5,8,2,0,0,0,2,4,3,3,402,14,3,0,2,NO,44190,9820,4910,29460,1,N
324,97,26,225865,0,1000,1252.08,0,MALE,1,3,1,0,0,0,0,3,5,6,575,4,2,2,2,NO,50400,10080,5040,35280,6,Y
325,399,55,984948,0,2000,995.56,0,MALE,3,12,1,0,-65400,0,2,4,1,3,27,23,3,1,1,YES,88400,17680,8840,61880,9,N
326,305,49,890328,0,2000,1347.92,0,FEMALE,2,4,3,0,-42100,0,2,1,1,2,550,21,3,0,2,?,66550,12100,6050,48400,13,N
327,276,47,803294,1,1000,1724.09,0,MALE,6,2,3,0,0,0,1,4,1,0,881,23,3,0,0,?,65780,5980,11960,47840,3,N
328,257,40,414913,1,500,1379.93,0,MALE,4,1,0,0,0,0,0,3,1,1,335,6,3,0,2,YES,51810,9420,4710,37680,1,Y
329,78,31,414519,1,1000,1554.64,4000000,MALE,6,10,3,0,-27900,2,0,3,6,6,50,21,1,1,0,NO,55660,5060,10120,40480,6,Y
330,129,28,818413,2,1000,1377.94,0,MALE,5,6,1,0,0,2,0,1,1,6,367,23,1,2,3,?,44640,9920,4960,29760,12,N
331,283,46,487356,0,2000,1313.33,0,FEMALE,6,13,0,53500,-73600,0,0,0,1,5,379,3,3,1,3,NO,77660,7060,14120,56480,9,Y
332,85,25,159768,1,500,1259.02,0,FEMALE,3,12,4,67000,-53600,1,3,2,4,3,729,8,1,2,2,?,5640,940,940,3760,9,N
333,101,26,865839,0,1000,1371.88,0,FEMALE,4,9,0,0,0,1,3,2,5,0,800,4,1,2,2,?,3190,580,580,2030,11,N
334,96,30,406567,2,500,1399.27,6000000,MALE,1,9,5,38900,-48700,2,2,1,0,0,942,22,1,0,0,YES,53440,0,6680,46760,5,N
335,121,31,623032,0,1000,1061.98,6000000,FEMALE,3,1,4,0,0,2,1,4,6,2,313,16,1,0,1,YES,65250,7250,7250,50750,2,N
336,176,39,935442,2,500,1365.46,4000000,MALE,1,1,4,0,-56600,0,1,1,4,1,57,14,3,2,1,NO,44280,4920,4920,34440,3,N
337,159,37,106873,0,1000,894.4,0,MALE,0,12,5,0,-53700,2,2,4,1,6,150,13,1,2,0,NO,70290,7810,7810,54670,4,N
338,120,30,563878,1,500,956.69,0,FEMALE,0,8,0,39600,-64300,2,1,3,1,2,654,20,1,1,1,YES,87100,8710,8710,69680,10,N
339,212,35,620855,1,2000,1123.89,0,MALE,4,8,4,35400,-49200,0,2,1,1,1,350,0,3,1,3,?,50380,4580,4580,41220,11,N
340,290,45,583169,0,500,1085.03,0,FEMALE,3,11,5,0,-61000,0,2,4,5,0,372,23,3,2,2,NO,64800,12960,6480,45360,1,Y
341,299,42,337677,2,2000,1437.33,0,FEMALE,0,2,5,25000,0,2,1,3,4,1,4,13,1,1,3,NO,70400,12800,12800,44800,2,N
342,66,26,445973,0,1000,988.29,0,MALE,1,1,3,0,0,2,0,4,1,3,810,8,1,2,2,YES,57860,0,10520,47340,11,Y
343,334,47,156694,0,500,1238.89,0,MALE,5,10,2,0,0,3,1,2,6,3,916,3,1,0,3,NO,6240,960,960,4320,5,N
344,216,38,421940,1,1000,1384.64,5000000,FEMALE,0,12,4,0,0,2,2,4,5,1,528,16,1,2,3,NO,66600,16650,11100,38850,7,Y
345,86,28,613226,1,2000,1595.07,0,MALE,6,13,4,75800,0,2,1,4,5,2,667,19,1,0,2,YES,70920,11820,11820,47280,7,N
346,429,56,804410,2,1000,1127.89,6000000,MALE,0,6,3,67400,-43800,2,1,0,6,6,512,0,1,2,0,YES,39480,6580,6580,26320,11,N
347,257,43,553565,1,2000,929.7,6000000,FEMALE,6,5,0,46400,-74300,2,2,3,5,0,316,12,1,2,2,YES,63240,10540,5270,47430,8,N
348,15,34,399524,0,1000,1829.63,0,MALE,3,12,1,56700,0,0,2,3,4,0,35,21,3,1,0,?,67650,12300,6150,49200,1,N
349,230,39,331595,0,1000,904.7,7000000,FEMALE,4,2,4,68600,-22300,2,0,1,4,5,718,0,1,1,3,NO,74200,14840,14840,44520,0,Y
350,250,43,380067,2,1000,1243.84,0,FEMALE,3,12,3,47900,-73400,2,1,3,5,1,525,22,1,1,3,NO,64900,12980,12980,38940,13,N
351,270,44,701521,0,2000,1030.95,0,FEMALE,0,6,2,47200,0,0,0,0,0,3,200,20,3,1,0,NO,35900,7180,3590,25130,1,Y
352,65,26,360770,1,500,1285.03,3000000,FEMALE,2,2,4,0,-41500,2,1,1,5,5,884,0,1,1,3,?,52200,5220,10440,36540,6,N
353,475,57,958785,2,500,1216.56,0,MALE,5,0,3,67400,-83200,2,1,4,4,2,15,20,1,0,2,NO,78000,6500,13000,58500,11,N
354,77,27,797934,1,2000,966.26,0,FEMALE,2,0,3,56400,-32800,0,1,0,1,6,661,1,3,0,0,?,67200,6720,6720,53760,13,N
355,256,43,883980,2,500,1203.17,0,FEMALE,4,9,4,56700,-65600,2,2,1,6,2,870,11,1,0,0,?,63250,11500,5750,46000,9,N
356,229,37,340614,0,2000,1212.12,0,FEMALE,4,2,1,65600,0,0,0,3,6,1,839,14,3,1,1,YES,68760,11460,5730,51570,5,N
357,110,28,435784,2,1000,1573.93,0,MALE,1,7,2,30400,0,0,1,4,1,6,941,20,3,0,2,?,65040,10840,10840,43360,11,N
358,177,33,563837,0,1000,1609.67,0,MALE,1,0,5,0,-13200,2,0,0,4,6,434,22,1,1,3,?,82800,20700,13800,48300,7,Y
